,Answer,Creation Date
82,"You need to use Web API instead of set the reference value!

Use Element.setAttribute(), it will search the DOM tree.

If the property already exists, then the browser will change the DOM tree node property!

I try both methods to change the DOM tree node property, you can check for my example on [JSBin][1], open the dev tool (F12), as you can see the property by using setAttribute method is change the src successfully.

```
var foo = document.getElementById(&#39;foo&#39;);

console.log(foo.src)
foo.src = &quot;ms1/7_58_LEFT.mp3&quot;
console.log(foo.src)
      
foo.setAttribute(&#39;src&#39;, &#39;&quot;ms1/7_58_LEFT.mp3&#39;);
```

Here is the MDN Document, hope that helps you :)

https://developer.mozilla.org/en-US/docs/Web/API/Element/setAttribute


  [1]: https://jsbin.com/rusaqosoji/edit?html,js,console,output",2020-11-16 11:33:59
83,"If you live in contries with strict Internet regulations (like Russia, China, Turkey) you should try using VPNs or proxies. 

Regulators make ISPs to block some IPs/URLs. And some ISPs display their own stub webpages instead of the original web content. These stub pages usually says that you are not allowed to look at &quot;restricted content&quot;. When using SSL/HTTPS some ISPs also try to response to your queries which can result in certificate errors.

Also it can turn out that some several IPs from MS IP addresses pool are blocked. And some MS functionality stop working.",2020-11-16 11:22:40
84,"As an idea, we can write Wiql query output to a `.csv` file first, and then convert the csv file to data frame.

Write to `.csv` file:

    # Create the csv file
    with open(&#39;vehicle.csv&#39;, &#39;w&#39;, newline=&#39;&#39;) as f_handle:
        writer = csv.writer(f_handle)
        # Add the header/column names
        header = [&#39;id&#39;, &#39;Title&#39;, &#39;State&#39;, &#39;WorkItemType&#39;]
        writer.writerow(header)
        # Iterate over `data`  and  write to the csv file
        for row in data:
            writer.writerow(row)


[Convert csv file to dataframe][2]:

Use `pd.read_csv()` to convert a .csv file to a pandas dataframe.

Call `pd.read_csv(file)` with the path name of a .csv file as file to return a DataFrame with the .csv data.


Here are some reference you can refer to:

 - [query output to .csv][1]
 - [Python converting csv files to dataframes][3]
 - [Convert csv file to pandas dataframe][4]


  [1]: https://stackoverflow.com/questions/47107717/sql-query-output-to-csv/47112458
  [2]: https://www.kite.com/python/answers/how-to-convert-a-%60.csv%60-file-to-a-pandas-dataframe-in-python
  [3]: https://stackoverflow.com/questions/53227868/python-converting-csv-files-to-dataframes
  [4]: https://stackoverflow.com/questions/14514046/convert-csv-file-to-pandas-dataframe",2020-11-16 11:42:03
85,"Visual Studio works just fine using Rosetta 2. MS are working on a ARM build.

VS Code should be available in the next few weeks. You can download an experimental ARM64 build just now",2020-11-16 11:42:03
86,"What Shiva said is right. You may have used a user token to call the API, so an error occurred. The  [API][1] call currently only supports application tokens. You need to grant `application permissions` to the application and use the [client credential flow][2] to obtain Token.

[![enter image description here][3]][3]


  [1]: https://docs.microsoft.com/en-us/graph/api/application-post-calls?view=graph-rest-1.0&amp;tabs=http
  [2]: https://docs.microsoft.com/en-us/azure/active-directory/develop/v2-oauth2-client-creds-grant-flow
  [3]: https://i.stack.imgur.com/WEt3g.png",2020-11-16 11:41:56
87,"You&#39;re creating a datetime object. You can format a datetime object with `strftime`

    import datetime
    
    
    def time(t):
        return datetime.datetime.strptime(t, &quot;%H:%M&quot;)
        
    print(f&quot;{time(&#39;06:00&#39;).strftime(&#39;%H:%M&#39;)}&quot;)",2020-11-16 11:41:42
88,"Angular AOT option is set to true by default since version 9.
do the followings to fix the issue
 
 1. import &#39;@angular/compiler&#39; in main.ts file
 2. upgrade all dependencies
 3. set the &quot;aot&quot; option to false in angular.json
 4. if using &quot;buildOptimizer&quot; flag then set it to false too as &quot;buildOptimizer&quot; works only with &quot;aot&quot; set to true",2020-11-16 11:41:41
89,"Could you please try following, based on your shown samples. `\d` is used in POSIX so you could use `[0-9]` way to match digits here.

    sed -E &#39;s/_+[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+_+[0-9]{14}//g&#39; Input_file


***Explanation:*** 

 - `-E`: Adding `-E` option for enabling extended regular expressions with `sed`.
 - `s/`: Using substitution option with `sed` to substitute matched values by regex with NULL as per requirements.
 - `_+[0-9]+\.[0-9]+\.[0-9]+\.[0-9]+_+[0-9]{14}`: Looking for `_`(underscore) 3 times digits followed by a dot then digits followed by `_` then 14 digits continuous occurrence with NULL in current line.

",2020-11-16 11:19:49
90,"If I understand you correctly, the behavior you described can be achieved by dividing the test execution among multiple CI jobs. For example, each CI job can test a particular area of your portal. For that, run TestCafe with [specified metadata of your fixture/test](https://devexpress.github.io/testcafe/documentation/guides/basic-guides/organize-tests.html#specify-test-metadata). Also, most of the CI systems allow you to cancel all other jobs in a pipeline if one of the jobs fails (unfortunately, Gitlab [hasn&#39;t released](https://gitlab.com/gitlab-org/gitlab/-/issues/23605) this feature yet).

On the other hand, you can use TestCafe&#39;s programmatic API: create multiple TestCafe [runners](https://devexpress.github.io/testcafe/documentation/reference/testcafe-api/runner/), each running the desired subset of tests. However, at the end of the test execution, you&#39;ll need to merge generated reports into one report manually. Check [this](https://stackoverflow.com/a/58100843/13791235) answer to get an idea of how to create multiple runners.
",2020-11-16 11:41:34
91,"&gt; However, std::vector::push_back is not thread-safe.

You do not need synchronization when the threads read/write distinct elements and no thread causes a reallocation of the vector. 

Instead of using `push_back`, resize the vector up-front:

    v.resize( number_of_elements );

Then make sure no two threads are accessing elements at the same index.

PS: If your application utilizes only 20% of the CPU, then most likely performance of your application is not limited by CPU and I would not expect too much improvement by using multiple threads.",2020-11-16 11:41:21
92,"You have to add an `end` statement to close the `alt` block.

As a side note: You do not need to add the square brackets in your `alt` statements. PlantUML renders those itself.

```plantuml
alt condition 1
bob -&gt; alice
   alt condition 2
   bob -&gt; alice
   else condition 3
   bob -&gt; alice
   end
else  condition 4
bob -&gt; alice
end
```",2020-11-16 11:41:13
93,"I spent many sad days trying to come up with a way to do this for C++17, which deprecated `code_cvt` facets, and this is the best I was able to come up with by combining code from a few different sources:

    std::string wideToMultiByte( std::wstring const &amp; wideString )
    {
         std::string ret;
         std::string buff( MB_CUR_MAX, &#39;\0&#39; );

         for ( wchar_t const &amp; wc : wideString )
         {
             int mbCharLen = std::wctomb( &amp;buff[ 0 ], wc );

             if ( mbCharLen &lt; 1 ) { break; }

             for ( int i = 0; i &lt; mbCharLen; ++i ) 
             { 
                 ret += buff[ i ]; 
             }
         }

         return ret;
     }

     std::wstring multiByteToWide( std::string const &amp; multiByteString )
     {
         std::wstring ws( multiByteString.size(), L&#39; &#39; );
         ws.resize( 
             std::mbstowcs( &amp;ws[ 0 ], 
                 multiByteString.c_str(), 
                 multiByteString.size() ) );

         return ws;
     }

 I tested this code on Windows 10, and at least for my purposes, it seems to work fine. Please don&#39;t lynch me if this doesn&#39;t consider some crazy edge cases that you might need to handle, I&#39;m sure someone with more experience can improve on this! :-)

Also, credit where it&#39;s due:

[Adapted for wideToMultiByte()][1]

[Copied for multiByteToWide][2]


  [1]: http://www.cplusplus.com/reference/cstdlib/wctomb/
  [2]: https://stackoverflow.com/a/2573845/3277692",2020-11-16 11:35:12
94,"Why convert that date to a string in the first place? This is inefficient, and unsafe. Instead, you can filter the column directly against literal dates or timestamps.

I suspect you want:

    ses_date &gt;= date &#39;2015-10-22&#39; and ses_date &lt; date &#39;2015-10-24&#39;

This brings dates whose day portion is 2015, October 22nd or 23rd.

Of course, you can also use literal timestamps if you want. If you wanted to replicate the logic of your original code:

    ses_date &gt;= timestamp &#39;2015-10-22 23:59:59&#39; and ses_date &lt; timestamp &#39;2015-10-23 23:59:59&#39;",2020-11-16 11:34:56
95,"The easiest approach would be to first create a mapping of the list you want to sort by. It should associate the id to the actual object.

Then you iterate the list you want to sort by and map it&#39;s values to the object you retrieved from the mapping you just created.

Here a minimal example:

    // both can have more properties of course
    data class Foo(val id: Int) 
    data class Bar(val id: Int)
    
    val fooList = listOf(Foo(4), Foo(2), Foo(1), Foo(3))
    val barList = listOf(Bar(1), Bar(2), Bar(3), Bar(4))
    
    val idValueMap = barList.associateBy { it.id }
    
    val sortedByOtherList = fooList.map { idValueMap[it.id] }

    println(sortedByOtherList)

Result:

&gt; [Bar(id=4), Bar(id=2), Bar(id=1), Bar(id=3)]",2020-11-16 11:35:57
96,"You may use the following approach:

    let resultArr = [];

    array1.forEach(arr1 =&gt; {
      const findElem = array2.find(arr2 =&gt; arr2.id === arr1.id);
      if (findElem) {
        resultArr.push({
          ...arr1,
          ...findElem
        });
      }
    });

    console.log(resultArr);",2020-11-16 11:40:58
97,A nice choice for your need could be `react-beautiful-dnd`.,2020-11-16 11:40:49
98,"For example, like this:

```
mult(N, R) :-
    numlist(1, N, Ns),
    maplist(times(N), Ns, Ps),
    pairs_keys_values(R, Ns, Ps).

times(A, B, R) :- R is A * B.
```

```
?- mult(5, R).
R = [1-5, 2-10, 3-15, 4-20, 5-25].
```

You can make any data structure in your result, for example:

```
mult(N, R) :-
    numlist(1, N, Ns),
    maplist(times(N), Ns, R).

times(A, B, [[A, B], P]) :-
    P is A * B.
```

```
?- mult(5, R).
R = [[[5, 1], 5], [[5, 2], 10], [[5, 3], 15], [[5, 4], 20], [[5, 5], 25]].
```

If you wanted to directly print a &quot;multiplication table&quot;, for example up to 12, you could do it directly:

```
?- forall(between(1, 12, X),
          ( forall(between(1, X, Y),
                   ( P is X * Y,
                     format(&quot;~|~` t~d~5+&quot;, [P])
                   )),
            format(&quot;~n&quot;)
          )).
    1
    2    4
    3    6    9
    4    8   12   16
    5   10   15   20   25
    6   12   18   24   30   36
    7   14   21   28   35   42   49
    8   16   24   32   40   48   56   64
    9   18   27   36   45   54   63   72   81
   10   20   30   40   50   60   70   80   90  100
   11   22   33   44   55   66   77   88   99  110  121
   12   24   36   48   60   72   84   96  108  120  132  144
true.
```",2020-11-16 11:13:10
99,"For material design with Kotlin:

    edit.apply {
        setBackgroundResource(androidx.appcompat.R.drawable.abc_edit_text_material)
    }",2020-11-16 11:40:27
